response,expected_response,time,tokens/sec,bandwidth,memory
derogation,derogation,0.11468669198802672,34.877629920807195,226.44680583089195,6.838371328
derogation,derogation,0.11457807701663114,34.91069237808377,226.6614674308975,6.838371328
derogation,derogation,0.11449494000407867,34.936041713786715,226.82605075014536,6.838371328
derogation,derogation,0.11406604602234438,35.06740296070612,227.6789279336697,6.838371328
derogation,derogation,0.11504836799576879,34.76798558452486,225.7349280517837,6.838371328
derogation,derogation,0.11427012298372574,35.004775487724615,227.2723122534723,6.838371328
derogation,derogation,0.1140980269992724,35.05757378280965,227.61511092707684,6.838371328
derogation,derogation,0.1141824469959829,35.03165420986928,227.44682528054142,6.838371328
derogation,derogation,0.1142425819998607,35.01321424969962,227.3271018334623,6.838371328
derogation,derogation,0.11450302501907572,34.93357489318397,226.81003464907093,6.838371328
derogation,dehumanization,0.11513219799962826,34.742670334608874,225.57056603821505,6.838371328
derogation,dehumanization,0.1149403839954175,34.80064935366384,225.9470011256914,6.838371328
derogation,dehumanization,0.11473702901275828,34.86232853000941,226.34745988683562,6.838371328
derogation,dehumanization,0.11403567899833433,35.07674120183409,227.73955747989487,6.838371328
derogation,derogation,0.113917084003333,35.11325834045197,227.97664897426762,6.838371328
derogation,dehumanization,0.11422486801166087,35.01864409763776,227.36235571179438,6.838371328
derogation,derogation,0.11411115201190114,35.053541476671995,227.58893074089227,6.838371328
derogation,derogation,0.11437364999437705,34.9730903944803,227.0665933392594,6.838371328
derogation,animosity,0.11464524499024265,34.89023901811572,226.52867176663386,6.838371328
derogation,animosity,0.11486463999608532,34.82359758526491,226.09599501539458,6.838371328
derogation,animosity,0.11465167702408507,34.88828165295579,226.51596336043428,6.838371328
derogation,derogation,0.11409381899284199,35.05886677569231,227.6235058240038,6.838371328
derogation,derogation,0.11428123398218304,35.00137214674824,227.2502156920086,6.838371328
derogation,dehumanization,0.11493970299488865,34.80085554230012,225.94833982783913,6.838371328
derogation,derogation,0.11406970297684893,35.06627873671085,227.67162878710084,6.838371328
derogation,derogation,0.11440308598685078,34.9640917943398,227.00816894908743,6.838371328
derogation,derogation,0.11404367399518378,35.074282157631345,227.72359186794324,6.838371328
derogation,threatening,0.11473440300324,34.86312644941416,226.3526404653591,6.838371328
derogation,animosity,0.11437310799374245,34.97325612782025,227.06766938099548,6.838371328
derogation,derogation,0.1147548119770363,34.856926093874335,226.31238398261652,6.838371328
derogation,derogation,0.11457994100055657,34.91012445171856,226.6577801071991,6.838371328
derogation,dehumanization,0.11455608499818482,34.91739439300306,226.70498099172568,6.838371328
derogation,animosity,0.11452658899361268,34.926387270846654,226.76336822926257,6.838371328
derogation,threatening,0.11468528097611852,34.878059032117115,226.44959188274518,6.838371328
derogation,derogation,0.11423039800138213,35.016948815599875,227.35134890877097,6.838371328
derogation,derogation,0.11468573100864887,34.87792216887335,226.44870328324865,6.838371328
derogation,derogation,0.11451740199117921,34.9291891926443,226.78156001129324,6.838371328
derogation,animosity,0.1148073119984474,34.84098643520279,226.2088940149667,6.838371328
derogation,derogation,0.11458707400015555,34.90795131041194,226.64367075089766,6.838371328
derogation,animosity,0.11468571098521352,34.87792825834878,226.44874281983027,6.838371328
derogation,derogation,0.1142068240151275,35.024176834391014,227.3982776069496,6.838371328
derogation,animosity,0.1143707940063905,34.97396371818927,227.0722634884295,6.838371328
derogation,derogation,0.11411461801617406,35.05247679515572,227.58201818034456,6.838371328
derogation,animosity,0.11465643599512987,34.886833567458034,226.50656150783476,6.838371328
derogation,derogation,0.11468515999149531,34.87809582596935,226.44983077083282,6.838371328
derogation,derogation,0.11445417199865915,34.94848575766081,226.90684505851172,6.838371328
derogation,derogation,0.11408029298763722,35.063023553362335,227.65049415515082,6.838371328
derogation,threatening,0.11405673800618388,35.0702647640434,227.69750850310965,6.838371328
derogation,threatening,0.11490052900626324,34.81272048609941,226.02537426598224,6.838371328
derogation,animosity,0.1143569570267573,34.978195502911795,227.0997388110233,6.838371328
derogation,animosity,0.11407205800060183,35.06555479150641,227.66692849411893,6.838371328
derogation,animosity,0.1147097569773905,34.87061698499115,226.40127358232328,6.838371328
derogation,threatening,0.11476519200368784,34.85377343220464,226.2919149838173,6.838371328
derogation,derogation,0.11460018900106661,34.90395639716415,226.61773334211765,6.838371328
derogation,derogation,0.11432562899426557,34.98778038825078,227.1619697216155,6.838371328
derogation,derogation,0.11458416900131851,34.90883631537243,226.64941674186386,6.838371328
derogation,animosity,0.11410062201321125,35.056776461191035,227.60993422974494,6.838371328
derogation,derogation,0.11417201699805446,35.03485446935883,227.4676033133631,6.838371328
derogation,animosity,0.11466225702315569,34.88506247694228,226.49506251002325,6.838371328
derogation,animosity,0.11513749801088125,34.741071059421266,225.56018257010956,6.838371328
derogation,animosity,0.11424323200481012,35.01301503647571,227.32580841993803,6.838371328
derogation,derogation,0.11449352698400617,34.9364728763991,226.82885012030297,6.838371328
derogation,animosity,0.11430292500881478,34.994730009678484,227.20709089463125,6.838371328
derogation,animosity,0.11459442801424302,34.905711118020825,226.62912605813708,6.838371328
derogation,animosity,0.1144411170098465,34.95247254232795,226.93272969159773,6.838371328
derogation,derogation,0.11422019900055602,35.02007556457267,227.37164966656707,6.838371328
derogation,derogation,0.11421995802083984,35.02014944945248,227.37212937218555,6.838371328
derogation,derogation,0.11393831399618648,35.10671572807265,227.93417035176802,6.838371328
derogation,animosity,0.1140439840091858,35.07418681267585,227.72297283044918,6.838371328
derogation,derogation,0.11430422897683457,34.994330794275854,227.20449894520783,6.838371328
derogation,derogation,0.11420284598716535,35.025396831612575,227.40619857160723,6.838371328
derogation,animosity,0.11455059499712661,34.91906785905683,226.71584615209937,6.838371328
derogation,animosity,0.11428203599643894,35.00112651234741,227.24862088394406,6.838371328
derogation,derogation,0.11452839299454354,34.92583712573852,226.75979635230982,6.838371328
derogation,derogation,0.11422002798644826,35.02012799782,227.37199009512838,6.838371328
derogation,animosity,0.11475084401899949,34.8581314080593,226.32020961606202,6.838371328
derogation,animosity,0.11477564100641757,34.850600396789275,226.27131370625833,6.838371328
derogation,animosity,0.11420724302297458,35.0240483363681,227.39744331955933,6.838371328
derogation,animosity,0.11485272599384189,34.8272099367887,226.11944860057102,6.838371328
derogation,animosity,0.11471106798853725,34.87021845529072,226.39868608489593,6.838371328
derogation,animosity,0.11469917499925941,34.873834097113836,226.42216103269863,6.838371328
derogation,derogation,0.11479681998025626,34.84417077657686,226.2295686976923,6.838371328
derogation,derogation,0.11452869299682789,34.925745639224125,226.75920236616432,6.838371328
derogation,derogation,0.11426713701803237,35.00569021317796,227.27825120797098,6.838371328
derogation,derogation,0.1145221900078468,34.927728850853526,226.77207858337817,6.838371328
derogation,derogation,0.1141973740013782,35.02707514055206,227.4170951749431,6.838371328
derogation,derogation,0.11434408198692836,34.982134015971845,227.12531003544987,6.838371328
derogation,animosity,0.11444751798990183,34.950517671802515,226.92003748208396,6.838371328
derogation,support,0.1149535279837437,34.79667018628315,225.92116594866616,6.838371328
derogation,derogation,0.11496076101320796,34.79448087108988,225.90695158164647,6.838371328
derogation,derogation,0.11448779399506748,34.93822232413993,226.84020860004426,6.838371328
derogation,derogation,0.11407443098141812,35.06482535645144,227.66219255768536,6.838371328
derogation,derogation,0.11428502999478951,35.000209565350495,227.2426675058321,6.838371328
derogation,derogation,0.1144090149900876,34.962279854839764,226.99640473480244,6.838371328
derogation,derogation,0.11416582399397157,35.03675495927062,227.47994245082788,6.838371328
derogation,derogation,0.11420562898274511,35.02454332267934,227.40065707202373,6.838371328
derogation,derogation,0.11450298302224837,34.93358770594461,226.810117837313,6.838371328
derogation,derogation,0.1142908509937115,34.998426953878294,227.23109370695772,6.838371328
derogation,derogation,0.1140554049925413,35.070674645025214,227.700169699966,6.838371328
derogation,derogation,0.11420668099890463,35.02422069369448,227.39856236824784,6.838371328
derogation,derogation,0.11401466702227481,35.08320556002263,227.78152802854925,6.838371328
derogation,derogation,0.11407710600178689,35.064003113274495,227.65685405442528,6.838371328
derogation,derogation,0.11399821599479765,35.08826840046814,227.81439907081676,6.838371328
derogation,derogation,0.11408267699880525,35.06229083353199,227.6457368919558,6.838371328
derogation,derogation,0.11411325400695205,35.05289578155672,227.58473849512538,6.838371328
derogation,derogation,0.11418845699517988,35.02981041392694,227.43485423483975,6.838371328
derogation,derogation,0.1143364780000411,34.98446051485478,227.14041508249593,6.838371328
derogation,derogation,0.11414570600027218,35.04293012993815,227.52003541804783,6.838371328
derogation,derogation,0.11423221000586636,35.0163933604592,227.34774255585438,6.838371328
animosity,derogation,0.08556832899921574,35.059700651949115,227.62891985630014,6.838371328
animosity,derogation,0.08555901201907545,35.063518490970274,227.65370759140376,6.838371328
derogation,derogation,0.11410624199197628,35.055049839265344,227.59872394909115,6.838371328
derogation,derogation,0.11407628399319947,35.064255776761236,227.65849449959467,6.838371328
derogation,derogation,0.11428825699840672,34.99922131156278,227.23625116062493,6.838371328
derogation,derogation,0.11457773600704968,34.91079628029908,226.6621420273316,6.838371328
derogation,derogation,0.11407169600715861,35.06566606802251,227.66765096900303,6.838371328
derogation,derogation,0.11397581399069168,35.09516501743674,227.85917610661667,6.838371328
derogation,derogation,0.11396844999399036,35.097432668522934,227.87389907794164,6.838371328
animosity,derogation,0.08549491001758724,35.08980826323891,227.82439679734378,6.838371328
derogation,derogation,0.1140854120021686,35.061450274851666,227.64027947329794,6.838371328
derogation,derogation,0.11419280499103479,35.028476621745455,227.42619444402754,6.838371328
derogation,derogation,0.11401226400630549,35.08394500243218,227.78632893882096,6.838371328
derogation,derogation,0.11390807499992661,35.11603545229411,227.9946796749636,6.838371328
derogation,derogation,0.1139613369887229,35.099623308173555,227.8881220441448,6.838371328
derogation,derogation,0.11431766199530102,34.99021874821424,227.17780103889376,6.838371328
derogation,derogation,0.11457590200006962,34.91135509452563,226.66577018947856,6.838371328
derogation,derogation,0.11405024499981664,35.07226135293642,227.71047157366257,6.838371328
derogation,derogation,0.11445587399066426,34.94796606355271,226.9034708879888,6.838371328
derogation,derogation,0.11404402297921479,35.074174827461356,227.72289501514047,6.838371328
derogation,derogation,0.1141427910188213,35.043825057163964,227.52584583040084,6.838371328
derogation,derogation,0.11439016001531854,34.96804270108846,227.03382064088532,6.838371328
derogation,derogation,0.11476537998532876,34.853716342954186,226.29154432564923,6.838371328
derogation,derogation,0.11440941601176746,34.96215730695264,226.99560907931598,6.838371328
derogation,derogation,0.1140885679924395,35.06048038279414,227.63398234362123,6.838371328
derogation,derogation,0.1147179119870998,34.8681381199634,226.3851792815094,6.838371328
derogation,derogation,0.11468258401146159,34.878879251624056,226.45491724710763,6.838371328
derogation,derogation,0.11459537901100703,34.905421444749486,226.62724532291574,6.838371328
derogation,derogation,0.11412664002273232,35.048784396029355,227.55804487740176,6.838371328
derogation,derogation,0.11459476800519042,34.90560755634869,226.62845367271655,6.838371328
derogation,derogation,0.11431716100196354,34.99037209235186,227.1787966423862,6.838371328
derogation,derogation,0.11407065400271676,35.06598638335793,227.66973065115832,6.838371328
derogation,derogation,0.11457006999989972,34.91313219939118,226.6773082361103,6.838371328
derogation,derogation,0.11431246198480949,34.99181043385754,227.18813523105734,6.838371328
derogation,derogation,0.114204077020986,35.025019284249936,227.40374730429022,6.838371328
derogation,derogation,0.11428001098101959,35.00174672423113,227.25264767705832,6.838371328
derogation,derogation,0.11471402298775502,34.86932020880285,226.39285412187294,6.838371328
derogation,derogation,0.11500323200016282,34.78163118054227,225.82352356813092,6.838371328
derogation,derogation,0.11487406698870473,34.820739831500084,226.0774407382443,6.838371328
derogation,derogation,0.1147979430097621,34.843829907822055,226.2273555702261,6.838371328
derogation,derogation,0.11480553698493168,34.84152511324435,226.21239144074246,6.838371328
derogation,derogation,0.11398758602445014,35.09154057479564,227.8356440185459,6.838371328
derogation,derogation,0.11444139599916525,34.952387333943186,226.93217646689166,6.838371328
derogation,derogation,0.11410698198596947,35.05482250412896,227.5972479509914,6.838371328
derogation,derogation,0.11481670799548738,34.83813523165297,226.19038226579977,6.838371328
derogation,derogation,0.11482186801731586,34.8365696279804,226.18021741366806,6.838371328
derogation,derogation,0.11400547999073751,35.086032709348565,227.7998836030513,6.838371328
derogation,derogation,0.11451758100884035,34.92913459018327,226.78120549887598,6.838371328
derogation,derogation,0.11436404101550579,34.97602886782978,227.08567169709278,6.838371328
derogation,dehumanization,0.11494853801559657,34.79818072551099,225.93097328890124,6.838371328
derogation,derogation,0.11452746999566443,34.926118599768465,226.7616238530646,6.838371328
derogation,animosity,0.11470187100348994,34.87301440687306,226.41683910465437,6.838371328
derogation,derogation,0.11427213498973288,35.00415915358011,227.2683106370017,6.838371328
derogation,derogation,0.1145254360162653,34.926738889969435,226.76565115466215,6.838371328
derogation,derogation,0.11494125402532518,34.800385935572564,225.9452908550823,6.838371328
derogation,derogation,0.11480262200348079,34.84240978292918,226.218135254895,6.838371328
derogation,derogation,0.1149743770074565,34.79036028819348,225.88019824900402,6.838371328
derogation,derogation,0.11503430100856349,34.772237192993664,225.76253208220635,6.838371328
derogation,animosity,0.11482918201363645,34.83435072736983,226.16581096010856,6.838371328
derogation,derogation,0.11473508400376886,34.86291952223268,226.3512969681263,6.838371328
derogation,derogation,0.11486710398457944,34.822850592080634,226.09114508089672,6.838371328
derogation,animosity,0.11430387600557879,34.9944388570408,227.20520055446298,6.838371328
derogation,dehumanization,0.11434171799919568,34.98285726324435,227.13000579703274,6.838371328
derogation,threatening,0.1144301249878481,34.95583003535808,226.95452858028364,6.838371328
derogation,dehumanization,0.11413736100075766,35.04549224660492,227.53667023918314,6.838371328
derogation,derogation,0.11419372700038366,35.02819379900405,227.4243581866169,6.838371328
derogation,derogation,0.11491236000438221,34.80913628305483,226.00210343786875,6.838371328
derogation,animosity,0.11443420298746787,34.95458434256806,226.94644078435292,6.838371328
derogation,animosity,0.11408541101263836,35.06145057896036,227.6402814477567,6.838371328
derogation,animosity,0.11423521599499509,35.01547193796394,227.3417601200826,6.838371328
derogation,derogation,0.11418174399295822,35.03186989547722,227.44822564281063,6.838371328
derogation,derogation,0.11425267899176106,35.01011998404384,227.30701197713503,6.838371328
derogation,derogation,0.11505129298893735,34.767101664686344,225.72918910608993,6.838371328
derogation,derogation,0.11403525699279271,35.076871008874114,227.74040026622106,6.838371328
derogation,dehumanization,0.11475291699753143,34.857501705913485,226.31612120638886,6.838371328
derogation,derogation,0.11463611500221305,34.8930177887028,226.54671323691178,6.838371328
derogation,animosity,0.11491224999190308,34.80916960795604,226.0023198034145,6.838371328
derogation,derogation,0.11418520100414753,35.03080928897877,227.44133953975944,6.838371328
derogation,derogation,0.11440592899452895,34.9632229304417,227.00252775572446,6.838371328
derogation,derogation,0.11423004599055275,35.017056723682096,227.3520495137317,6.838371328
derogation,derogation,0.1143503539788071,34.980215284172466,227.11285246054578,6.838371328
derogation,derogation,0.11673133799922653,34.266719362254754,222.4804025819706,6.85078528
derogation,animosity,0.11594644899014384,34.49868482250823,223.9864635630855,6.85078528
derogation,derogation,0.11449037899728864,34.93743347722456,226.8350869256449,6.85078528
derogation,derogation,0.11431968500255607,34.989599559433394,227.1737808883862,6.85078528
derogation,derogation,0.11545074000605382,34.64681127024612,224.94819063644115,6.85078528
derogation,derogation,0.11445649500819854,34.9477764430361,226.90223975616004,6.85078528
derogation,derogation,0.11424886097665876,35.01128996653373,227.31460821570732,6.85078528
derogation,animosity,0.11424379202071577,35.01284340487124,227.32469408307801,6.85078528
derogation,derogation,0.11483702700934373,34.83197104775744,226.15036063139212,6.85078528
derogation,threatening,0.11458967698854394,34.907158350746535,226.63852237402136,6.85078528
derogation,animosity,0.11568717900081538,34.57600085461335,224.4884463110381,6.85078528
derogation,derogation,0.11494337802287191,34.799742871695166,225.94111569291354,6.85078528
derogation,derogation,0.11449468799401075,34.936118610229684,226.8265500086652,6.85078528
derogation,derogation,0.11454129600315355,34.921902751038125,226.73425199663345,6.85078528
derogation,derogation,0.11449331598123536,34.93653726175222,226.82926814921117,6.85078528
derogation,derogation,0.11505637300433591,34.76556661358741,225.7192226198657,6.85078528
derogation,derogation,0.11494997100089677,34.797746925649896,225.92815679611957,6.85078528
derogation,derogation,0.11469856402254663,34.87401986317552,226.42336713905954,6.85078528
derogation,animosity,0.11494576299446635,34.79902082334749,225.9364277154805,6.85078528
derogation,derogation,0.11490855200099759,34.810289837829245,226.00959301771147,6.85078528
derogation,derogation,0.11472173902438954,34.86697494316758,226.37762722964612,6.85078528
derogation,derogation,0.11431830300716683,34.99002254913837,227.17652719505347,6.85078528
derogation,derogation,0.11451418499927968,34.93017044154976,226.7879308765404,6.85078528
derogation,derogation,0.11470616899896413,34.87170772860632,226.40835535388274,6.85078528
derogation,animosity,0.11436634400160983,34.975324558278224,227.08109889072293,6.85078528
derogation,animosity,0.1150875719904434,34.75614204748494,225.65803259935421,6.85078528
derogation,animosity,0.1148369169968646,34.83200441639523,226.15057728090238,6.85078528
derogation,derogation,0.11452640799689107,34.92644246826098,226.7637266044788,6.85078528
derogation,derogation,0.1143913620035164,34.96767526797206,227.03143504141218,6.85078528
derogation,derogation,0.11502956101321615,34.773670044176086,225.7718350243566,6.85078528
derogation,animosity,0.11465385998599231,34.88761739455344,226.51165059050695,6.85078528
derogation,derogation,0.11440025799674913,34.964956111494665,227.01378062222543,6.85078528
derogation,derogation,0.11428858700674027,34.99912025129942,227.23559501587297,6.85078528
animosity,derogation,0.08578295700135641,34.97198167175053,227.05939483634276,6.85078528
derogation,derogation,0.11431754200020805,34.99025547621309,227.17803949942115,6.85078528
derogation,derogation,0.11435458200867288,34.97892196131356,227.10445542121218,6.85078528
derogation,derogation,0.11464894999517128,34.88911150227254,226.52135124738436,6.85078528
derogation,animosity,0.11403325200080872,35.07748774867556,227.7444045164635,6.85078528
derogation,derogation,0.11411498702364042,35.05236344785587,227.5812822606717,6.85078528
derogation,animosity,0.11431360500864685,34.99146055010193,227.18586357271786,6.85078528
derogation,derogation,0.11419482898782007,35.02785577468343,227.42216352694908,6.85078528
derogation,threatening,0.11457778498879634,34.9107813560118,226.66204512977316,6.85078528
derogation,derogation,0.11487593100173399,34.82017481921102,226.07377233450228,6.85078528
derogation,derogation,0.11475870799040422,34.855742714831436,226.3047007654667,6.85078528
derogation,derogation,0.11420983701827936,35.02325285132661,227.39227854640416,6.85078528
derogation,derogation,0.11466583199216984,34.88397485550139,226.48800100951988,6.85078528
derogation,animosity,0.11469412600854412,34.8753692905077,226.43212844278824,6.85078528
derogation,derogation,0.11416683602146804,35.03644437731318,227.47792596368785,6.85078528
derogation,derogation,0.11423781997291371,35.01467378271414,227.33657801030958,6.85078528
derogation,derogation,0.11425710702314973,35.00876316769999,227.2982026994444,6.85078528
derogation,animosity,0.11484845899394713,34.828503882762696,226.12784968554712,6.85078528
derogation,derogation,0.11447928799316287,34.9408182922914,226.8570632056259,6.85078528
derogation,derogation,0.11464468197664246,34.89041036212176,226.52978423622983,6.85078528
derogation,derogation,0.11461948399664834,34.89808067986911,226.5795846084896,6.85078528
derogation,derogation,0.11480896300054155,34.84048540688528,226.20564103411942,6.85078528
derogation,derogation,0.11469409498386085,34.87537872427398,226.4321896925419,6.85078528
derogation,support,0.11487295501865447,34.821076896214876,226.07962916756694,6.85078528
derogation,derogation,0.11474354899837635,34.86034757436865,226.33459831687344,6.85078528
derogation,animosity,0.11486336699454114,34.82398352635875,226.09850077992442,6.85078528
derogation,derogation,0.1143598019843921,34.97732534152099,227.09408919354777,6.85078528
derogation,derogation,0.11443382300785743,34.95470040990718,226.94719436417657,6.85078528
derogation,derogation,0.11483857900020666,34.83150030960242,226.1473043127194,6.85078528
derogation,animosity,0.11445892101619393,34.94703570929234,226.89743046176054,6.85078528
derogation,threatening,0.11485479099792428,34.82658376934655,226.1153831403459,6.85078528
derogation,derogation,0.11477110200212337,34.8519786794937,226.28026235662986,6.85078528
derogation,threatening,0.11467115199775435,34.882356462925685,226.4774934196928,6.85078528
derogation,derogation,0.11437451999518089,34.97282436829932,227.06486613534423,6.85078528
derogation,derogation,0.11494498100364581,34.7992575671758,225.93796480053595,6.85078528
derogation,derogation,0.11428307698224671,35.00080769282559,227.24655091352128,6.85078528
derogation,derogation,0.11496986798010767,34.79172473862533,225.8890570918413,6.85078528
derogation,dehumanization,0.11474541298230179,34.85978128482535,226.33092162041942,6.85078528
derogation,derogation,0.114965310000116,34.79310411110938,225.89801281772557,6.85078528
derogation,derogation,0.11477029000525363,34.85222525635249,226.28186328370523,6.85078528
